date,sum(confirmed),sum(deaths),sum(recovered),sum(active),window_active
2020-09-01,76526,299,53653,22574,22574
2020-09-02,78073,306,55782,21985,44559
2020-09-03,79626,316,57732,21578,66137
2020-09-04,82105,327,60448,21330,87467
2020-09-05,84760,338,62559,21863,109330
2020-09-06,87842,348,64755,22739,132069
2020-09-07,89490,360,67001,22129,131624
2020-09-08,92516,373,68863,23280,132919
2020-09-09,95918,385,70921,24612,135953
2020-09-10,99267,397,72578,26292,140915
2020-09-11,102255,411,73904,27940,146992
2020-09-12,105140,426,75848,28866,153119
2020-09-13,108279,440,77703,30136,161126
2020-09-14,110819,455,79813,30551,168397
2020-09-15,114034,466,82345,31223,175008
2020-09-16,117864,480,84608,32776,181492
2020-09-17,122215,490,87345,34380,187932
2020-09-18,126382,502,90089,35791,194857
2020-09-19,131026,520,92951,37555,202276
2020-09-20,135722,536,95702,39484,211209
2020-09-21,138632,554,98724,39354,219340
2020-09-22,142757,573,101731,40453,227017
2020-09-23,148133,593,104682,42858,235495
2020-09-24,154457,614,107850,45993,245697
2020-09-25,160934,636,111331,48967,257109
2020-09-26,167940,657,114530,52753,270378
2020-09-27,175385,678,117921,56786,287810
2020-09-28,179923,698,121268,57957,305314
2020-09-29,187277,720,124688,61869,324325
2020-09-30,196107,743,128224,67140,345472
