date,sum(confirmed),sum(deaths),sum(recovered),sum(active),window_active
2020-09-01,12153,113,7654,4386,4386
2020-09-02,12719,118,7847,4754,9140
2020-09-03,13309,126,8033,5150,14290
2020-09-04,13833,129,8212,5492,19782
2020-09-05,14524,136,8483,5905,25687
2020-09-06,15127,144,8745,6238,31925
2020-09-07,15526,149,9048,6329,33868
2020-09-08,16154,152,9342,6660,35774
2020-09-09,16736,161,9653,6922,37546
2020-09-10,17271,167,9993,7111,39165
2020-09-11,17830,172,10255,7403,40663
2020-09-12,18300,182,10734,7384,41809
2020-09-13,18929,194,11132,7603,43083
2020-09-14,19184,200,11536,7448,43871
2020-09-15,19715,207,11925,7583,44532
2020-09-16,20169,217,12435,7517,44938
2020-09-17,20696,222,12956,7518,45053
2020-09-18,20969,228,13559,7182,44851
2020-09-19,21504,235,14142,7127,44375
2020-09-20,22029,239,14787,7003,43930
2020-09-21,22272,245,15441,6586,42933
2020-09-22,22831,248,15860,6723,42139
2020-09-23,23335,250,16463,6622,41243
2020-09-24,23786,257,16955,6574,40635
2020-09-25,24127,262,17464,6401,39909
2020-09-26,24405,265,17969,6171,39077
2020-09-27,24725,267,18369,6089,38580
2020-09-28,24918,270,18936,5712,37569
2020-09-29,25350,273,19180,5897,36844
2020-09-30,25731,274,19669,5788,36058
