date,sum(confirmed),sum(deaths),sum(recovered),sum(active),window_active
2020-09-01,65312,1425,49863,14024,14024
2020-09-02,66727,1452,50986,14289,28313
2020-09-03,68390,1482,52065,14843,43156
2020-09-04,70043,1512,53100,15431,58587
2020-09-05,71676,1542,54488,15646,74233
2020-09-06,73364,1571,55720,16073,90306
2020-09-07,75236,1588,56742,16906,93188
2020-09-08,77095,1608,58333,17154,96053
2020-09-09,78962,1639,59670,17653,98863
2020-09-10,81135,1660,61099,18376,101808
2020-09-11,83373,1690,62750,18933,105095
2020-09-12,85715,1727,64204,19784,108806
2020-09-13,87993,1761,65804,20428,112328
2020-09-14,90476,1790,67514,21172,116346
2020-09-15,92799,1819,69402,21578,120271
2020-09-16,95247,1843,71313,22091,123986
2020-09-17,97637,1876,74176,21585,126638
2020-09-18,100182,1900,76730,21552,128406
2020-09-19,102777,1942,78936,21899,129877
2020-09-20,105353,1969,81150,22234,130939
2020-09-21,107876,2006,83366,22504,131865
2020-09-22,110403,2034,85767,22602,132376
2020-09-23,112743,2076,87899,22768,133559
2020-09-24,115042,2121,90214,22707,134714
2020-09-25,117269,2151,92950,22168,134983
2020-09-26,119578,2180,95199,22199,134948
2020-09-27,121888,2206,97280,22402,134846
2020-09-28,123845,2241,99710,21894,134138
2020-09-29,125720,2280,102135,21305,132675
2020-09-30,127721,2315,104424,20982,130950
