date,sum(confirmed),sum(deaths),sum(recovered),sum(active),window_active
2020-09-01,3957,8,3145,804,804
2020-09-02,3971,8,3167,796,1600
2020-09-03,4020,8,3268,744,2344
2020-09-04,4061,8,3305,748,3092
2020-09-05,4082,8,3373,701,3793
2020-09-06,4132,8,3450,674,4467
2020-09-07,4174,8,3628,538,4201
2020-09-08,4199,8,3682,509,3914
2020-09-09,4329,8,3730,591,3761
2020-09-10,4590,8,3735,847,3860
2020-09-11,4900,8,3745,1147,4306
2020-09-12,5018,8,3776,1234,4866
2020-09-13,5037,8,3837,1192,5520
2020-09-14,5168,8,3851,1309,6320
2020-09-15,5183,10,3881,1292,7021
2020-09-16,5217,10,3922,1285,7459
2020-09-17,5260,10,4033,1217,7529
2020-09-18,5311,10,4062,1239,7534
2020-09-19,5346,10,4104,1232,7574
2020-09-20,5405,10,4182,1213,7478
2020-09-21,5498,10,4405,1083,7269
2020-09-22,5558,10,4445,1103,7087
2020-09-23,5625,11,4463,1151,7021
2020-09-24,5684,11,4552,1121,6903
2020-09-25,5722,11,4647,1064,6735
2020-09-26,5816,11,4736,1069,6591
2020-09-27,5900,11,4802,1087,6595
2020-09-28,5911,12,4851,1048,6540
2020-09-29,5994,12,4896,1086,6475
2020-09-30,6117,12,4979,1126,6480
