province_state,country_region,date,latitude,longitude,sub_region1_name,location_geom,confirmed,deaths,recovered,active
Odisha,India,2020-03-24,20.2,86.3,Odisha,POINT(86.3 20.2),0,0,0,0
Odisha,India,2020-03-25,20.2,86.3,Odisha,POINT(86.3 20.2),0,0,0,0
Odisha,India,2020-03-26,20.2,86.3,Odisha,POINT(86.3 20.2),0,0,0,0
Odisha,India,2020-04-23,20.85,86.333,Odisha,POINT(86.333 20.85),0,0,0,0
Odisha,India,2020-03-06,20.525,86.475,Odisha,POINT(86.475 20.525),0,0,0,0
Odisha,India,2020-04-19,20.47,84.23,Odisha,POINT(84.23 20.47),0,0,0,0
Odisha,India,2020-04-29,18.8083,82.7083,Odisha,POINT(82.7083 18.8083),1,0,0,1
Odisha,India,2020-04-19,18.25,82.13,Odisha,POINT(82.13 18.25),0,0,0,0
Odisha,India,2020-04-26,18.25,82.13,Odisha,POINT(82.13 18.25),0,0,0,0
Odisha,India,2020-04-10,20.13,85.1,Odisha,POINT(85.1 20.13),0,0,0,0
Odisha,India,2020-03-17,20.13,85.1,Odisha,POINT(85.1 20.13),0,0,0,0
Odisha,India,2020-03-15,19.9,85.6,Odisha,POINT(85.6 19.9),0,0,0,0
Odisha,India,2020-04-06,19.9,85.6,Odisha,POINT(85.6 19.9),0,0,0,0
Odisha,India,2020-04-08,19.9,85.6,Odisha,POINT(85.6 19.9),0,0,0,0
Odisha,India,2020-03-04,22.116,84.016,Odisha,POINT(84.016 22.116),0,0,0,0
Odisha,India,2020-03-02,21.466,83.983,Odisha,POINT(83.983 21.466),0,0,0,0
Punjab,India,2020-03-04,31.583333,74.983333,Punjab,POINT(74.983333 31.583333),0,0,0,0
Punjab,India,2020-03-20,31.583333,74.983333,Punjab,POINT(74.983333 31.583333),0,0,0,0
Punjab,India,2020-04-12,30.3833,75.55,Punjab,POINT(75.55 30.3833),0,0,0,0
Punjab,India,2020-03-30,30.3833,75.55,Punjab,POINT(75.55 30.3833),0,0,0,0
Punjab,India,2020-03-23,30.403,74.025,Punjab,POINT(74.025 30.403),0,0,0,0
Punjab,India,2020-03-07,30.67,74.76,Punjab,POINT(74.76 30.67),0,0,0,0
Punjab,India,2020-03-01,30.38,76.23,Punjab,POINT(76.23 30.38),0,0,0,0
Punjab,India,2020-03-26,30.38,76.23,Punjab,POINT(76.23 30.38),0,0,0,0
Punjab,India,2020-03-20,31.916667,75.25,Punjab,POINT(75.25 31.916667),0,0,0,0
Punjab,India,2020-04-15,31.916667,75.25,Punjab,POINT(75.25 31.916667),0,0,0,0
Punjab,India,2020-04-11,31.583333,75.983333,Punjab,POINT(75.983333 31.583333),0,0,0,0
Punjab,India,2020-04-01,31.33,75.57,Punjab,POINT(75.57 31.33),0,0,0,0
Punjab,India,2020-03-11,30.883333,75.85,Punjab,POINT(75.85 30.883333),0,0,0,0
Punjab,India,2020-04-07,29.983333,75.383333,Punjab,POINT(75.383333 29.983333),0,0,0,0
Punjab,India,2020-04-25,31.8,76.7,Punjab,POINT(76.7 31.8),0,0,0,0
Punjab,India,2020-04-23,32.266814,75.643444,Punjab,POINT(75.643444 32.266814),0,0,0,0
Punjab,India,2020-03-01,32.266814,75.643444,Punjab,POINT(75.643444 32.266814),0,0,0,0
Punjab,India,2020-04-16,30.34,76.4,Punjab,POINT(76.4 30.34),0,0,0,0
Punjab,India,2020-04-23,30.34,76.4,Punjab,POINT(76.4 30.34),0,0,0,0
Punjab,India,2020-03-31,30.97,76.51,Punjab,POINT(76.51 30.97),0,0,0,0
Punjab,India,2020-03-27,30.97,76.51,Punjab,POINT(76.51 30.97),0,0,0,0
Punjab,India,2020-04-24,30.97,76.51,Punjab,POINT(76.51 30.97),0,0,0,0
Punjab,India,2020-03-17,30.473239,74.515411,Punjab,POINT(74.515411 30.473239),0,0,0,0
Punjab,India,2020-04-28,30.23,75.83,Punjab,POINT(75.83 30.23),3,0,2,1
Punjab,India,2020-04-26,31.46,74.93,Punjab,POINT(74.93 31.46),0,0,0,0
Puducherry,India,2020-04-20,11.7,75.533333,Puducherry,POINT(75.533333 11.7),0,0,0,0
Puducherry,India,2020-04-25,11.93,79.83,Puducherry,POINT(79.83 11.93),0,0,0,0
Rajasthan,India,2020-04-05,26.45,74.633333,Rajasthan,POINT(74.633333 26.45),0,0,0,0
Rajasthan,India,2020-03-02,26.45,74.633333,Rajasthan,POINT(74.633333 26.45),0,0,0,0
Rajasthan,India,2020-04-13,27.57,76.6,Rajasthan,POINT(76.6 27.57),0,0,0,0
Rajasthan,India,2020-03-20,27.57,76.6,Rajasthan,POINT(76.6 27.57),0,0,0,0
Rajasthan,India,2020-04-09,25.35,74.633333,Rajasthan,POINT(74.633333 25.35),0,0,0,0
Rajasthan,India,2020-03-28,25.35,74.633333,Rajasthan,POINT(74.633333 25.35),0,0,0,0
Rajasthan,India,2020-04-09,28.0167,73.3,Rajasthan,POINT(73.3 28.0167),0,0,0,0
Rajasthan,India,2020-04-10,28.0167,73.3,Rajasthan,POINT(73.3 28.0167),0,0,0,0
Rajasthan,India,2020-04-09,25.7475,71.3903,Rajasthan,POINT(71.3903 25.7475),0,0,0,0
Rajasthan,India,2020-04-24,27.22,77.5,Rajasthan,POINT(77.5 27.22),0,0,0,0
Rajasthan,India,2020-04-28,27.22,77.5,Rajasthan,POINT(77.5 27.22),110,2,5,103
Rajasthan,India,2020-03-01,28.5,74.5,Rajasthan,POINT(74.5 28.5),0,0,0,0
Rajasthan,India,2020-03-21,26.9,76.33,Rajasthan,POINT(76.33 26.9),0,0,0,0
Rajasthan,India,2020-04-20,26.9,76.33,Rajasthan,POINT(76.33 26.9),0,0,0,0
Rajasthan,India,2020-03-25,26.7,77.9,Rajasthan,POINT(77.9 26.7),0,0,0,0
Rajasthan,India,2020-04-22,26.7,77.9,Rajasthan,POINT(77.9 26.7),0,0,0,0
Rajasthan,India,2020-03-23,26.7,77.9,Rajasthan,POINT(77.9 26.7),0,0,0,0
Rajasthan,India,2020-03-08,29.917778,73.881667,Rajasthan,POINT(73.881667 29.917778),0,0,0,0
Rajasthan,India,2020-04-06,29.917778,73.881667,Rajasthan,POINT(73.881667 29.917778),0,0,0,0
Rajasthan,India,2020-03-28,29.58,74.32,Rajasthan,POINT(74.32 29.58),0,0,0,0
Rajasthan,India,2020-04-23,24.416667,76.25,Rajasthan,POINT(76.25 24.416667),0,0,0,0
Rajasthan,India,2020-03-07,24.416667,76.25,Rajasthan,POINT(76.25 24.416667),0,0,0,0
Rajasthan,India,2020-03-31,24.416667,76.25,Rajasthan,POINT(76.25 24.416667),0,0,0,0
Rajasthan,India,2020-03-02,28,75.5,Rajasthan,POINT(75.5 28),0,0,0,0
Rajasthan,India,2020-03-15,26.926,75.8235,Rajasthan,POINT(75.8235 26.926),0,0,0,0
Rajasthan,India,2020-03-06,26.5,77.02,Rajasthan,POINT(77.02 26.5),0,0,0,0
Rajasthan,India,2020-04-24,26.5,77.02,Rajasthan,POINT(77.02 26.5),0,0,0,0
Rajasthan,India,2020-04-07,26.5,77.02,Rajasthan,POINT(77.02 26.5),0,0,0,0
Rajasthan,India,2020-04-22,25.166667,75.816667,Rajasthan,POINT(75.816667 25.166667),0,0,0,0
Rajasthan,India,2020-04-24,25.166667,75.816667,Rajasthan,POINT(75.816667 25.166667),0,0,0,0
Rajasthan,India,2020-03-20,25.166667,75.816667,Rajasthan,POINT(75.816667 25.166667),0,0,0,0
Rajasthan,India,2020-04-16,25.766667,73.316667,Rajasthan,POINT(73.316667 25.766667),0,0,0,0
Rajasthan,India,2020-04-09,24.03,74.78,Rajasthan,POINT(74.78 24.03),0,0,0,0
Rajasthan,India,2020-04-22,24.03,74.78,Rajasthan,POINT(74.78 24.03),0,0,0,0
Rajasthan,India,2020-04-24,27.583333,75.166667,Rajasthan,POINT(75.166667 27.583333),0,0,0,0
Rajasthan,India,2020-03-09,27.583333,75.166667,Rajasthan,POINT(75.166667 27.583333),0,0,0,0
Rajasthan,India,2020-03-12,27.583333,75.166667,Rajasthan,POINT(75.166667 27.583333),0,0,0,0
Rajasthan,India,2020-04-23,24.885,72.8625,Rajasthan,POINT(72.8625 24.885),0,0,0,0
Rajasthan,India,2020-04-24,26.163333,75.786944,Rajasthan,POINT(75.786944 26.163333),0,0,0,0
Rajasthan,India,2020-04-19,26.163333,75.786944,Rajasthan,POINT(75.786944 26.163333),0,0,0,0
Rajasthan,India,2020-04-08,24.561944,73.706944,Rajasthan,POINT(73.706944 24.561944),0,0,0,0
Sikkim,India,2020-03-29,27.316667,88.6,Sikkim,POINT(88.6 27.316667),0,0,0,0
Sikkim,India,2020-03-10,27.316667,88.6,Sikkim,POINT(88.6 27.316667),0,0,0,0
Sikkim,India,2020-03-02,27.516667,88.533333,Sikkim,POINT(88.533333 27.516667),0,0,0,0
Sikkim,India,2020-04-21,27.166667,88.366667,Sikkim,POINT(88.366667 27.166667),0,0,0,0
Sikkim,India,2020-04-01,27.283333,88.25,Sikkim,POINT(88.25 27.283333),0,0,0,0
Telangana,India,2020-03-01,16.23,77.8,Telangana,POINT(77.8 16.23),0,0,0,0
Telangana,India,2020-04-03,16.23,77.8,Telangana,POINT(77.8 16.23),0,0,0,0
Telangana,India,2020-03-10,16.23,77.8,Telangana,POINT(77.8 16.23),0,0,0,0
Telangana,India,2020-03-06,17.72,79.18,Telangana,POINT(79.18 17.72),0,0,0,0
Telangana,India,2020-04-21,17.72,79.18,Telangana,POINT(79.18 17.72),0,0,0,0
Telangana,India,2020-03-01,17.72,79.18,Telangana,POINT(79.18 17.72),0,0,0,0
Telangana,India,2020-04-08,18.4314,79.8605,Telangana,POINT(79.8605 18.4314),0,0,0,0
Telangana,India,2020-04-07,18.323,78.335,Telangana,POINT(78.335 18.323),0,0,0,0
Telangana,India,2020-04-24,18.323,78.335,Telangana,POINT(78.335 18.323),0,0,0,0
Telangana,India,2020-04-24,17.6167,80.0167,Telangana,POINT(80.0167 17.6167),0,0,0,0
Telangana,India,2020-03-16,17.591667,78.582222,Telangana,POINT(78.582222 17.591667),0,0,0,0
Telangana,India,2020-04-11,17.591667,78.582222,Telangana,POINT(78.582222 17.591667),0,0,0,0
Telangana,India,2020-04-04,17.591667,78.582222,Telangana,POINT(78.582222 17.591667),0,0,0,0
Telangana,India,2020-04-24,18.039,78.259361,Telangana,POINT(78.259361 18.039),0,0,0,0
Telangana,India,2020-04-07,18.039,78.259361,Telangana,POINT(78.259361 18.039),0,0,0,0
Telangana,India,2020-04-14,17.6167,80.0167,Telangana,POINT(80.0167 17.6167),0,0,0,0
Telangana,India,2020-03-25,17.6167,80.0167,Telangana,POINT(80.0167 17.6167),0,0,0,0
Telangana,India,2020-04-22,18.88,79.45,Telangana,POINT(79.45 18.88),0,0,0,0
Telangana,India,2020-04-09,16.4833,78.3333,Telangana,POINT(78.3333 16.4833),0,0,0,0
Telangana,India,2020-03-11,17.1,79.3,Telangana,POINT(79.3 17.1),0,0,0,0
Telangana,India,2020-04-23,19.1,78.35,Telangana,POINT(78.35 19.1),0,0,0,0
Telangana,India,2020-03-03,16.73,77.5,Telangana,POINT(77.5 16.73),0,0,0,0
Telangana,India,2020-04-07,18.6162,79.3832,Telangana,POINT(79.3832 18.6162),0,0,0,0
Telangana,India,2020-04-18,18.38,78.83,Telangana,POINT(78.83 18.38),0,0,0,0
Telangana,India,2020-04-29,18.38,78.83,Telangana,POINT(78.83 18.38),0,0,0,0
Telangana,India,2020-04-14,17.2,78.28,Telangana,POINT(78.28 17.2),0,0,0,0
Telangana,India,2020-04-19,17.2,78.28,Telangana,POINT(78.28 17.2),0,0,0,0
Telangana,India,2020-04-28,17.2,78.28,Telangana,POINT(78.28 17.2),0,0,0,0
Telangana,India,2020-04-02,17.1415,79.6236,Telangana,POINT(79.6236 17.1415),0,0,0,0
Telangana,India,2020-04-03,17.1415,79.6236,Telangana,POINT(79.6236 17.1415),0,0,0,0
Telangana,India,2020-04-07,17.1415,79.6236,Telangana,POINT(79.6236 17.1415),0,0,0,0
Telangana,India,2020-03-07,17.95,79.5,Telangana,POINT(79.5 17.95),0,0,0,0
Telangana,India,2020-03-01,17.95,79.5,Telangana,POINT(79.5 17.95),0,0,0,0
Telangana,India,2020-03-13,17.51,78.89,Telangana,POINT(78.89 17.51),0,0,0,0
Tamil Nadu,India,2020-03-01,11.137039,79.075822,Tamil Nadu,POINT(79.075822 11.137039),0,0,0,0
Tamil Nadu,India,2020-04-04,11.137039,79.075822,Tamil Nadu,POINT(79.075822 11.137039),0,0,0,0
Tamil Nadu,India,2020-04-05,11.75,79.75,Tamil Nadu,POINT(79.75 11.75),0,0,0,0
Tamil Nadu,India,2020-04-09,13.08891,80.26483,Tamil Nadu,POINT(80.26483 13.08891),0,0,0,0
Tamil Nadu,India,2020-03-10,11.0125,76.971389,Tamil Nadu,POINT(76.971389 11.0125),0,0,0,0
Tamil Nadu,India,2020-04-28,10.4,77.8,Tamil Nadu,POINT(77.8 10.4),80,1,62,17
Tamil Nadu,India,2020-04-05,10.4,77.8,Tamil Nadu,POINT(77.8 10.4),0,0,0,0
Tamil Nadu,India,2020-04-21,12.126,78.154,Tamil Nadu,POINT(78.154 12.126),0,0,0,0
Tamil Nadu,India,2020-04-08,12.126,78.154,Tamil Nadu,POINT(78.154 12.126),0,0,0,0
Tamil Nadu,India,2020-03-25,11.25,77.3167,Tamil Nadu,POINT(77.3167 11.25),0,0,0,0
Tamil Nadu,India,2020-04-12,11.25,77.3167,Tamil Nadu,POINT(77.3167 11.25),0,0,0,0
Tamil Nadu,India,2020-03-02,11.25,77.3167,Tamil Nadu,POINT(77.3167 11.25),0,0,0,0
Tamil Nadu,India,2020-03-20,11.25,77.3167,Tamil Nadu,POINT(77.3167 11.25),0,0,0,0
Tamil Nadu,India,2020-04-19,12.518,78.213,Tamil Nadu,POINT(78.213 12.518),0,0,0,0
Tamil Nadu,India,2020-04-03,12.518,78.213,Tamil Nadu,POINT(78.213 12.518),0,0,0,0
Tamil Nadu,India,2020-04-03,11.738,78.962,Tamil Nadu,POINT(78.962 11.738),0,0,0,0
Tamil Nadu,India,2020-03-31,11.738,78.962,Tamil Nadu,POINT(78.962 11.738),0,0,0,0
Tamil Nadu,India,2020-04-03,8.32,77.34,Tamil Nadu,POINT(77.34 8.32),0,0,0,0
Tamil Nadu,India,2020-04-05,9.833333,77.833333,Tamil Nadu,POINT(77.833333 9.833333),0,0,0,0
Tamil Nadu,India,2020-03-18,9.833333,77.833333,Tamil Nadu,POINT(77.833333 9.833333),0,0,0,0
Tamil Nadu,India,2020-04-16,9.833333,77.833333,Tamil Nadu,POINT(77.833333 9.833333),0,0,0,0
Tamil Nadu,India,2020-03-09,11.4,76.7,Tamil Nadu,POINT(76.7 11.4),0,0,0,0
Tamil Nadu,India,2020-03-26,11.219,78.167,Tamil Nadu,POINT(78.167 11.219),0,0,0,0
Tamil Nadu,India,2020-03-09,11.2335,78.883311,Tamil Nadu,POINT(78.883311 11.2335),0,0,0,0
Tamil Nadu,India,2020-03-08,12.933611,79.341361,Tamil Nadu,POINT(79.341361 12.933611),0,0,0,0
Tamil Nadu,India,2020-04-05,12.933611,79.341361,Tamil Nadu,POINT(79.341361 12.933611),0,0,0,0
Tamil Nadu,India,2020-03-16,12.933611,79.341361,Tamil Nadu,POINT(79.341361 12.933611),0,0,0,0
Tamil Nadu,India,2020-04-03,9.716667,78.816667,Tamil Nadu,POINT(78.816667 9.716667),0,0,0,0
Tamil Nadu,India,2020-03-29,9.716667,78.816667,Tamil Nadu,POINT(78.816667 9.716667),0,0,0,0
Tamil Nadu,India,2020-03-12,11.6646,78.146,Tamil Nadu,POINT(78.146 11.6646),0,0,0,0
Tamil Nadu,India,2020-04-15,8.803,78.1445,Tamil Nadu,POINT(78.1445 8.803),0,0,0,0
Tamil Nadu,India,2020-03-26,8.803,78.1445,Tamil Nadu,POINT(78.1445 8.803),0,0,0,0
Tamil Nadu,India,2020-04-11,10.066667,77.75,Tamil Nadu,POINT(77.75 10.066667),0,0,0,0
Tamil Nadu,India,2020-03-09,10.64,79.22,Tamil Nadu,POINT(79.22 10.64),0,0,0,0
Tamil Nadu,India,2020-03-12,10.97,78.65,Tamil Nadu,POINT(78.65 10.97),0,0,0,0
Tamil Nadu,India,2020-04-17,10.97,78.65,Tamil Nadu,POINT(78.65 10.97),0,0,0,0
Tamil Nadu,India,2020-03-21,10.97,78.65,Tamil Nadu,POINT(78.65 10.97),0,0,0,0
Tamil Nadu,India,2020-04-21,8.65,77.3833,Tamil Nadu,POINT(77.3833 8.65),0,0,0,0
Tamil Nadu,India,2020-03-19,8.65,77.3833,Tamil Nadu,POINT(77.3833 8.65),0,0,0,0
Tamil Nadu,India,2020-04-11,8.65,77.3833,Tamil Nadu,POINT(77.3833 8.65),0,0,0,0
Tamil Nadu,India,2020-04-20,10.83813,77.40542,Tamil Nadu,POINT(77.40542 10.83813),0,0,0,0
Tamil Nadu,India,2020-03-17,10.83813,77.40542,Tamil Nadu,POINT(77.40542 10.83813),0,0,0,0
Tamil Nadu,India,2020-04-03,13.1406,79.906,Tamil Nadu,POINT(79.906 13.1406),0,0,0,0
Tamil Nadu,India,2020-03-05,13.1406,79.906,Tamil Nadu,POINT(79.906 13.1406),0,0,0,0
Tamil Nadu,India,2020-04-21,8.803,78.1445,Tamil Nadu,POINT(78.1445 8.803),0,0,0,0
Tamil Nadu,India,2020-04-19,8.803,78.1445,Tamil Nadu,POINT(78.1445 8.803),0,0,0,0
Tamil Nadu,India,2020-03-16,12.51,79.09,Tamil Nadu,POINT(79.09 12.51),0,0,0,0
Tamil Nadu,India,2020-03-27,10.7716,79.6368,Tamil Nadu,POINT(79.6368 10.7716),0,0,0,0
Tamil Nadu,India,2020-04-15,12.911111,79.136111,Tamil Nadu,POINT(79.136111 12.911111),0,0,0,0
Tamil Nadu,India,2020-03-17,9.5842,77.9582,Tamil Nadu,POINT(77.9582 9.5842),0,0,0,0
Tamil Nadu,India,2020-03-18,9.5842,77.9582,Tamil Nadu,POINT(77.9582 9.5842),0,0,0,0
Tripura,India,2020-03-13,23.988909,91.667513,Tripura,POINT(91.667513 23.988909),0,0,0,0
Tripura,India,2020-04-02,23.988909,91.667513,Tripura,POINT(91.667513 23.988909),0,0,0,0
Tripura,India,2020-04-10,23.988909,91.667513,Tripura,POINT(91.667513 23.988909),0,0,0,0
Tripura,India,2020-04-09,23.261111,91.477778,Tripura,POINT(91.477778 23.261111),0,0,0,0
Tripura,India,2020-03-18,24.236581,92.01995,Tripura,POINT(92.01995 24.236581),0,0,0,0
Tripura,India,2020-04-26,24.236581,92.01995,Tripura,POINT(92.01995 24.236581),0,0,0,0
Uttar Pradesh,India,2020-04-20,25.45,81.85,Uttar Pradesh,POINT(81.85 25.45),0,0,0,0
Uttar Pradesh,India,2020-04-19,25.45,81.85,Uttar Pradesh,POINT(81.85 25.45),0,0,0,0
Uttar Pradesh,India,2020-04-16,25.45,81.85,Uttar Pradesh,POINT(81.85 25.45),0,0,0,0
Uttar Pradesh,India,2020-04-13,27.833333,78.166667,Uttar Pradesh,POINT(78.166667 27.833333),0,0,0,0
Uttar Pradesh,India,2020-03-29,27.833333,78.166667,Uttar Pradesh,POINT(78.166667 27.833333),0,0,0,0
Uttar Pradesh,India,2020-03-14,26.168889,81.799444,Uttar Pradesh,POINT(81.799444 26.168889),0,0,0,0
Uttar Pradesh,India,2020-03-03,26.4667,79.5167,Uttar Pradesh,POINT(79.5167 26.4667),0,0,0,0
Uttar Pradesh,India,2020-04-29,25.830717,84.185711,Uttar Pradesh,POINT(84.185711 25.830717),0,0,0,0
Uttar Pradesh,India,2020-04-23,25.830717,84.185711,Uttar Pradesh,POINT(84.185711 25.830717),0,0,0,0
Uttar Pradesh,India,2020-04-18,25.5,80.5,Uttar Pradesh,POINT(80.5 25.5),0,0,0,0
Uttar Pradesh,India,2020-04-28,28.116667,78.983333,Uttar Pradesh,POINT(78.983333 28.116667),16,0,1,15
Uttar Pradesh,India,2020-03-15,28.116667,78.983333,Uttar Pradesh,POINT(78.983333 28.116667),0,0,0,0
Uttar Pradesh,India,2020-03-23,28.116667,78.983333,Uttar Pradesh,POINT(78.983333 28.116667),0,0,0,0
Uttar Pradesh,India,2020-03-28,27.75,81.75,Uttar Pradesh,POINT(81.75 27.75),0,0,0,0
Uttar Pradesh,India,2020-04-05,27.75,81.75,Uttar Pradesh,POINT(81.75 27.75),0,0,0,0
Uttar Pradesh,India,2020-04-02,27.75,81.75,Uttar Pradesh,POINT(81.75 27.75),0,0,0,0
Uttar Pradesh,India,2020-03-10,29.416667,78.516667,Uttar Pradesh,POINT(78.516667 29.416667),0,0,0,0
Uttar Pradesh,India,2020-03-06,26.93864,81.3274,Uttar Pradesh,POINT(81.3274 26.93864),0,0,0,0
Uttar Pradesh,India,2020-04-02,26.93864,81.3274,Uttar Pradesh,POINT(81.3274 26.93864),0,0,0,0
Uttar Pradesh,India,2020-03-15,28.416667,79.383333,Uttar Pradesh,POINT(79.383333 28.416667),0,0,0,0
Uttar Pradesh,India,2020-03-19,28.416667,79.383333,Uttar Pradesh,POINT(79.383333 28.416667),0,0,0,0
Uttar Pradesh,India,2020-03-20,27.4333,82.1833,Uttar Pradesh,POINT(82.1833 27.4333),0,0,0,0
Uttar Pradesh,India,2020-04-09,26.82816,82.77924,Uttar Pradesh,POINT(82.77924 26.82816),0,0,0,0
Uttar Pradesh,India,2020-04-16,25.213611,80.915278,Uttar Pradesh,POINT(80.915278 25.213611),0,0,0,0
Uttar Pradesh,India,2020-04-07,27.5,78.75,Uttar Pradesh,POINT(78.75 27.5),0,0,0,0
Uttar Pradesh,India,2020-04-11,26.79,79.02,Uttar Pradesh,POINT(79.02 26.79),0,0,0,0
Uttar Pradesh,India,2020-03-09,26.79,79.02,Uttar Pradesh,POINT(79.02 26.79),0,0,0,0
Uttar Pradesh,India,2020-04-16,25.9333,80.8,Uttar Pradesh,POINT(80.8 25.9333),0,0,0,0
Uttar Pradesh,India,2020-03-24,28.5333,77.3891,Uttar Pradesh,POINT(77.3891 28.5333),0,0,0,0
Uttar Pradesh,India,2020-03-03,28.5333,77.3891,Uttar Pradesh,POINT(77.3891 28.5333),0,0,0,0
Uttar Pradesh,India,2020-04-13,26.755,83.3739,Uttar Pradesh,POINT(83.3739 26.755),0,0,0,0
Uttar Pradesh,India,2020-04-16,27.25,82,Uttar Pradesh,POINT(82 27.25),0,0,0,0
Uttar Pradesh,India,2020-03-31,27.25,82,Uttar Pradesh,POINT(82 27.25),0,0,0,0
Uttar Pradesh,India,2020-04-05,27.25,82,Uttar Pradesh,POINT(82 27.25),0,0,0,0
Uttar Pradesh,India,2020-03-18,28.666667,77.666667,Uttar Pradesh,POINT(77.666667 28.666667),0,0,0,0
Uttar Pradesh,India,2020-03-08,28.666667,77.666667,Uttar Pradesh,POINT(77.666667 28.666667),0,0,0,0
Uttar Pradesh,India,2020-04-13,25.583222,83.580861,Uttar Pradesh,POINT(83.580861 25.583222),0,0,0,0
Uttar Pradesh,India,2020-03-06,25.583222,83.580861,Uttar Pradesh,POINT(83.580861 25.583222),0,0,0,0
Uttar Pradesh,India,2020-04-18,28.7309,77.7757,Uttar Pradesh,POINT(77.7757 28.7309),0,0,0,0
Uttar Pradesh,India,2020-04-29,27.402,80.133,Uttar Pradesh,POINT(80.133 27.402),2,0,2,0
Uttar Pradesh,India,2020-04-20,25.75,80,Uttar Pradesh,POINT(80 25.75),0,0,0,0
Uttar Pradesh,India,2020-04-05,25.75,80,Uttar Pradesh,POINT(80 25.75),0,0,0,0
Uttar Pradesh,India,2020-04-02,27.57759,78.16158,Uttar Pradesh,POINT(78.16158 27.57759),0,0,0,0
Uttar Pradesh,India,2020-04-27,25.5,78.5,Uttar Pradesh,POINT(78.5 25.5),1,0,0,1
Uttar Pradesh,India,2020-04-12,26,79.5,Uttar Pradesh,POINT(79.5 26),0,0,0,0
Uttar Pradesh,India,2020-04-07,26,79.5,Uttar Pradesh,POINT(79.5 26),0,0,0,0
Uttar Pradesh,India,2020-04-05,25.75,82.75,Uttar Pradesh,POINT(82.75 25.75),0,0,0,0
Uttar Pradesh,India,2020-03-22,27.95,80.77,Uttar Pradesh,POINT(80.77 27.95),0,0,0,0
Uttar Pradesh,India,2020-03-13,27.95,80.77,Uttar Pradesh,POINT(80.77 27.95),0,0,0,0
Uttar Pradesh,India,2020-04-22,27.95,80.77,Uttar Pradesh,POINT(80.77 27.95),0,0,0,0
Uttar Pradesh,India,2020-04-12,27.95,80.77,Uttar Pradesh,POINT(80.77 27.95),0,0,0,0
Uttar Pradesh,India,2020-04-20,26.3443,79.9672,Uttar Pradesh,POINT(79.9672 26.3443),0,0,0,0
Uttar Pradesh,India,2020-04-27,26.3443,79.9672,Uttar Pradesh,POINT(79.9672 26.3443),0,0,0,0
Uttar Pradesh,India,2020-04-30,26.46,80.33,Uttar Pradesh,POINT(80.33 26.46),210,4,17,189
Uttar Pradesh,India,2020-03-31,25.530744,81.377292,Uttar Pradesh,POINT(81.377292 25.530744),0,0,0,0
Uttar Pradesh,India,2020-03-07,25.530744,81.377292,Uttar Pradesh,POINT(81.377292 25.530744),0,0,0,0
Uttar Pradesh,India,2020-03-15,24.6902,78.416,Uttar Pradesh,POINT(78.416 24.6902),0,0,0,0
Uttar Pradesh,India,2020-04-28,25.933333,83.566667,Uttar Pradesh,POINT(83.566667 25.933333),1,0,0,1
Uttar Pradesh,India,2020-03-12,27.166667,79,Uttar Pradesh,POINT(79 27.166667),0,0,0,0
Uttar Pradesh,India,2020-04-22,27.166667,79,Uttar Pradesh,POINT(79 27.166667),0,0,0,0
Uttar Pradesh,India,2020-03-28,28.84,78.76,Uttar Pradesh,POINT(78.76 28.84),0,0,0,0
Uttar Pradesh,India,2020-04-22,27.13,83.57,Uttar Pradesh,POINT(83.57 27.13),0,0,0,0
Uttar Pradesh,India,2020-03-26,28.99,77.7,Uttar Pradesh,POINT(77.7 28.99),0,0,0,0
Uttar Pradesh,India,2020-03-06,27.49,77.67,Uttar Pradesh,POINT(77.67 27.49),0,0,0,0
Uttar Pradesh,India,2020-03-30,29.45,77.583333,Uttar Pradesh,POINT(77.583333 29.45),0,0,0,0
Uttar Pradesh,India,2020-03-06,25.150678,82.564806,Uttar Pradesh,POINT(82.564806 25.150678),0,0,0,0
Uttar Pradesh,India,2020-04-30,25.8944,81.9388,Uttar Pradesh,POINT(81.9388 25.8944),7,0,6,1
Uttar Pradesh,India,2020-03-05,26.25,81.25,Uttar Pradesh,POINT(81.25 26.25),0,0,0,0
Uttar Pradesh,India,2020-04-25,26.25,81.25,Uttar Pradesh,POINT(81.25 26.25),0,0,0,0
Uttar Pradesh,India,2020-04-03,26.25,81.25,Uttar Pradesh,POINT(81.25 26.25),0,0,0,0
Uttar Pradesh,India,2020-03-23,28.58,78.55,Uttar Pradesh,POINT(78.55 28.58),0,0,0,0
Uttar Pradesh,India,2020-04-26,27.701958,81.934844,Uttar Pradesh,POINT(81.934844 27.701958),5,0,0,5
Uttar Pradesh,India,2020-03-24,26.25,82,Uttar Pradesh,POINT(82 26.25),0,0,0,0
Uttar Pradesh,India,2020-03-24,29.45,77.32,Uttar Pradesh,POINT(77.32 29.45),0,0,0,0
Uttar Pradesh,India,2020-04-27,27.5,80.916667,Uttar Pradesh,POINT(80.916667 27.5),20,0,12,8
Uttar Pradesh,India,2020-04-01,27.5,80.916667,Uttar Pradesh,POINT(80.916667 27.5),0,0,0,0
Uttarakhand,India,2020-03-17,29.597181,79.657,Uttarakhand,POINT(79.657 29.597181),0,0,0,0
Uttarakhand,India,2020-03-01,29.597181,79.657,Uttarakhand,POINT(79.657 29.597181),0,0,0,0
