province_state,country_region,date,latitude,longitude,sub_region1_name,location_geom,confirmed,deaths,recovered,active
Madhya Pradesh,India,2020-04-29,24.2,82.67,Madhya Pradesh,POINT(82.67 24.2),0,0,0,0
Uttar Pradesh,India,2020-03-05,28.58,78.55,Uttar Pradesh,POINT(78.55 28.58),0,0,0,0
Maharashtra,India,2020-04-04,18.833333,75.75,Maharashtra,POINT(75.75 18.833333),0,0,0,0
Uttar Pradesh,India,2020-03-30,27.300503,83.094497,Uttar Pradesh,POINT(83.094497 27.300503),0,0,0,0
Maharashtra,India,2020-04-16,19.95,79.3,Maharashtra,POINT(79.3 19.95),0,0,0,0
Maharashtra,India,2020-04-01,21,79,Maharashtra,POINT(79 21),0,0,0,0
Uttar Pradesh,India,2020-03-16,25.8944,81.9388,Uttar Pradesh,POINT(81.9388 25.8944),0,0,0,0
Uttarakhand,India,2020-03-13,29.597181,79.657,Uttarakhand,POINT(79.657 29.597181),0,0,0,0
Uttar Pradesh,India,2020-03-11,28.58,78.55,Uttar Pradesh,POINT(78.55 28.58),0,0,0,0
Maharashtra,India,2020-03-08,16.697903,74.225369,Maharashtra,POINT(74.225369 16.697903),0,0,0,0
Maharashtra,India,2020-04-10,19.05,72.833333,Maharashtra,POINT(72.833333 19.05),0,0,0,0
Maharashtra,India,2020-04-15,21.183333,80,Maharashtra,POINT(80 21.183333),0,0,0,0
Uttar Pradesh,India,2020-03-06,26.4667,79.5167,Uttar Pradesh,POINT(79.5167 26.4667),0,0,0,0
Haryana,India,2020-03-25,28.15,77.33,Haryana,POINT(77.33 28.15),0,0,0,0
Meghalaya,India,2020-04-07,25.5667,91.8833,Meghalaya,POINT(91.8833 25.5667),0,0,0,0
Uttarakhand,India,2020-04-11,29.85,79.77,Uttarakhand,POINT(79.77 29.85),0,0,0,0
Uttar Pradesh,India,2020-04-20,27.701958,81.934844,Uttar Pradesh,POINT(81.934844 27.701958),0,0,0,0
Uttar Pradesh,India,2020-04-02,24.689722,83.065278,Uttar Pradesh,POINT(83.065278 24.689722),0,0,0,0
Maharashtra,India,2020-04-21,18.96,72.82,Maharashtra,POINT(72.82 18.96),0,0,0,0
Maharashtra,India,2020-03-10,18.96,72.82,Maharashtra,POINT(72.82 18.96),0,0,0,0
Rajasthan,India,2020-03-21,27.22,77.5,Rajasthan,POINT(77.5 27.22),0,0,0,0
Uttar Pradesh,India,2020-03-02,24.689722,83.065278,Uttar Pradesh,POINT(83.065278 24.689722),0,0,0,0
Uttar Pradesh,India,2020-04-22,28.416667,79.383333,Uttar Pradesh,POINT(79.383333 28.416667),0,0,0,0
Bihar,India,2020-04-24,25.13,85.85,Bihar,POINT(85.85 25.13),0,0,0,0
Maharashtra,India,2020-03-20,19.2,72.97,Maharashtra,POINT(72.97 19.2),0,0,0,0
Madhya Pradesh,India,2020-03-20,25.42,77.66,Madhya Pradesh,POINT(77.66 25.42),0,0,0,0
Madhya Pradesh,India,2020-04-12,24.4167,81.8833,Madhya Pradesh,POINT(81.8833 24.4167),0,0,0,0
Madhya Pradesh,India,2020-03-10,24.72,80.18,Madhya Pradesh,POINT(80.18 24.72),0,0,0,0
Bihar,India,2020-04-09,25.883333,86.6,Bihar,POINT(86.6 25.883333),0,0,0,0
Uttar Pradesh,India,2020-04-10,27.5,80.916667,Uttar Pradesh,POINT(80.916667 27.5),0,0,0,0
Uttarakhand,India,2020-03-07,29.2,79.416667,Uttarakhand,POINT(79.416667 29.2),0,0,0,0
Haryana,India,2020-03-24,28.15,77.33,Haryana,POINT(77.33 28.15),0,0,0,0
Uttar Pradesh,India,2020-04-11,27.300503,83.094497,Uttar Pradesh,POINT(83.094497 27.300503),0,0,0,0
Rajasthan,India,2020-03-30,28,75.5,Rajasthan,POINT(75.5 28),0,0,0,0
Madhya Pradesh,India,2020-04-20,23.2,77.083333,Madhya Pradesh,POINT(77.083333 23.2),0,0,0,0
Madhya Pradesh,India,2020-03-13,24.47,74.87,Madhya Pradesh,POINT(74.87 24.47),0,0,0,0
Maharashtra,India,2020-04-03,17.35,75.16,Maharashtra,POINT(75.16 17.35),0,0,0,0
Bihar,India,2020-04-10,25.7833,87.4667,Bihar,POINT(87.4667 25.7833),0,0,0,0
Rajasthan,India,2020-03-08,25.35,74.633333,Rajasthan,POINT(74.633333 25.35),0,0,0,0
Maharashtra,India,2020-04-24,19.95,79.3,Maharashtra,POINT(79.3 19.95),0,0,0,0
Uttar Pradesh,India,2020-04-05,28.55,80.1,Uttar Pradesh,POINT(80.1 28.55),0,0,0,0
Uttar Pradesh,India,2020-04-22,29.45,77.32,Uttar Pradesh,POINT(77.32 29.45),0,0,0,0
Bihar,India,2020-04-10,24.75,85,Bihar,POINT(85 24.75),0,0,0,0
Uttar Pradesh,India,2020-03-24,26.82816,82.77924,Uttar Pradesh,POINT(82.77924 26.82816),0,0,0,0
Uttar Pradesh,India,2020-04-18,28.116667,78.983333,Uttar Pradesh,POINT(78.983333 28.116667),0,0,0,0
Uttar Pradesh,India,2020-03-28,26.06,83.1861,Uttar Pradesh,POINT(83.1861 26.06),0,0,0,0
Rajasthan,India,2020-03-26,23.75,73.85,Rajasthan,POINT(73.85 23.75),0,0,0,0
Andhra Pradesh,India,2020-04-20,13.21622,79.0997,Andhra Pradesh,POINT(79.0997 13.21622),0,0,0,0
Uttar Pradesh,India,2020-04-15,25.213611,80.915278,Uttar Pradesh,POINT(80.915278 25.213611),0,0,0,0
Madhya Pradesh,India,2020-03-18,23.25,78.08333,Madhya Pradesh,POINT(78.08333 23.25),0,0,0,0
Uttar Pradesh,India,2020-03-18,27.45,83.133333,Uttar Pradesh,POINT(83.133333 27.45),0,0,0,0
Bihar,India,2020-04-25,25.13,85.85,Bihar,POINT(85.85 25.13),0,0,0,0
Maharashtra,India,2020-04-20,20.186111,80.005278,Maharashtra,POINT(80.005278 20.186111),0,0,0,0
Uttar Pradesh,India,2020-03-21,25.261344,83.264081,Uttar Pradesh,POINT(83.264081 25.261344),0,0,0,0
Haryana,India,2020-04-16,28.15,77.33,Haryana,POINT(77.33 28.15),0,0,0,0
West Bengal,India,2020-04-17,23.24,87.07,West Bengal,POINT(87.07 23.24),0,0,0,0
Chhattisgarh,India,2020-04-09,22.35,82.683333,Chhattisgarh,POINT(82.683333 22.35),0,0,0,0
Uttarakhand,India,2020-03-04,30.33,78.06,Uttarakhand,POINT(78.06 30.33),0,0,0,0
Uttarakhand,India,2020-04-19,29.33,80.1,Uttarakhand,POINT(80.1 29.33),0,0,0,0
Haryana,India,2020-04-03,29.81402,76.41823,Haryana,POINT(76.41823 29.81402),0,0,0,0
Bihar,India,2020-03-25,25.91667,84.75,Bihar,POINT(84.75 25.91667),0,0,0,0
Andhra Pradesh,India,2020-04-30,17,81.166667,Andhra Pradesh,POINT(81.166667 17),56,0,11,45
Assam,India,2020-04-19,26.45,91.44,Assam,POINT(91.44 26.45),0,0,0,0
Maharashtra,India,2020-03-24,21,79,Maharashtra,POINT(79 21),0,0,0,0
Madhya Pradesh,India,2020-03-16,23.2,77.083333,Madhya Pradesh,POINT(77.083333 23.2),0,0,0,0
Madhya Pradesh,India,2020-03-20,23.3,81.35,Madhya Pradesh,POINT(81.35 23.3),0,0,0,0
Bihar,India,2020-04-15,25.38,86.47,Bihar,POINT(86.47 25.38),0,0,0,0
Madhya Pradesh,India,2020-03-27,24.72,80.18,Madhya Pradesh,POINT(80.18 24.72),0,0,0,0
Madhya Pradesh,India,2020-03-29,23.16,79.94,Madhya Pradesh,POINT(79.94 23.16),0,0,0,0
Rajasthan,India,2020-03-28,27.22,77.5,Rajasthan,POINT(77.5 27.22),0,0,0,0
Rajasthan,India,2020-04-02,26.926,75.8235,Rajasthan,POINT(75.8235 26.926),0,0,0,0
Maharashtra,India,2020-03-28,19.7167,77.15,Maharashtra,POINT(77.15 19.7167),0,0,0,0
Bihar,India,2020-04-02,25.55,87.57,Bihar,POINT(87.57 25.55),0,0,0,0
Uttar Pradesh,India,2020-03-06,25.8944,81.9388,Uttar Pradesh,POINT(81.9388 25.8944),0,0,0,0
Bihar,India,2020-04-05,24.75,85,Bihar,POINT(85 24.75),0,0,0,0
Arunachal Pradesh,India,2020-03-02,28.072,95.325,Arunachal Pradesh,POINT(95.325 28.072),0,0,0,0
Jharkhand,India,2020-04-03,24.2,84.87,Jharkhand,POINT(84.87 24.2),0,0,0,0
Bihar,India,2020-03-23,25.416667,85.166667,Bihar,POINT(85.166667 25.416667),0,0,0,0
Assam,India,2020-04-07,27.23,94.1,Assam,POINT(94.1 27.23),0,0,0,0
Haryana,India,2020-04-03,28.0444,76.1083,Haryana,POINT(76.1083 28.0444),0,0,0,0
Uttar Pradesh,India,2020-03-14,25.830717,84.185711,Uttar Pradesh,POINT(84.185711 25.830717),0,0,0,0
Uttar Pradesh,India,2020-03-05,27.833333,78.166667,Uttar Pradesh,POINT(78.166667 27.833333),0,0,0,0
West Bengal,India,2020-03-21,23.233333,87.866667,West Bengal,POINT(87.866667 23.233333),0,0,0,0
Chhattisgarh,India,2020-03-11,22.016667,81.25,Chhattisgarh,POINT(81.25 22.016667),0,0,0,0
Rajasthan,India,2020-03-25,28.5,74.5,Rajasthan,POINT(74.5 28.5),0,0,0,0
Madhya Pradesh,India,2020-03-01,25.8,77,Madhya Pradesh,POINT(77 25.8),0,0,0,0
Madhya Pradesh,India,2020-04-25,22.676944,74.945,Madhya Pradesh,POINT(74.945 22.676944),0,0,0,0
Bihar,India,2020-04-03,26.65,84.9167,Bihar,POINT(84.9167 26.65),0,0,0,0
Rajasthan,India,2020-03-03,25.066667,73.866667,Rajasthan,POINT(73.866667 25.066667),0,0,0,0
Uttarakhand,India,2020-03-04,29.8,78.74,Uttarakhand,POINT(78.74 29.8),0,0,0,0
Manipur,India,2020-04-08,25.266667,94.016667,Manipur,POINT(94.016667 25.266667),0,0,0,0
Rajasthan,India,2020-04-01,24.03,74.78,Rajasthan,POINT(74.78 24.03),0,0,0,0
Kerala,India,2020-04-30,9.85,76.94,Kerala,POINT(76.94 9.85),24,0,10,14
Assam,India,2020-03-24,27.4798,94.5511,Assam,POINT(94.5511 27.4798),0,0,0,0
Uttar Pradesh,India,2020-04-23,28.55,80.1,Uttar Pradesh,POINT(80.1 28.55),0,0,0,0
Chhattisgarh,India,2020-04-12,21.166667,81,Chhattisgarh,POINT(81 21.166667),0,0,0,0
Haryana,India,2020-03-25,27.98166,77.04656,Haryana,POINT(77.04656 27.98166),0,0,0,0
Meghalaya,India,2020-03-05,25.5667,91.8833,Meghalaya,POINT(91.8833 25.5667),0,0,0,0
Madhya Pradesh,India,2020-03-17,22.416667,79.666667,Madhya Pradesh,POINT(79.666667 22.416667),0,0,0,0
Puducherry,India,2020-03-17,16.733333,82.25,Puducherry,POINT(82.25 16.733333),0,0,0,0
Uttar Pradesh,India,2020-03-06,26.82816,82.77924,Uttar Pradesh,POINT(82.77924 26.82816),0,0,0,0
Madhya Pradesh,India,2020-04-15,24.072617,75.067944,Madhya Pradesh,POINT(75.067944 24.072617),0,0,0,0
Haryana,India,2020-03-31,28.19613,76.61607,Haryana,POINT(76.61607 28.19613),0,0,0,0
Maharashtra,India,2020-03-06,16.86,74.57,Maharashtra,POINT(74.57 16.86),0,0,0,0
Rajasthan,India,2020-04-14,28.5,74.5,Rajasthan,POINT(74.5 28.5),0,0,0,0
Maharashtra,India,2020-03-16,19.697,72.7712,Maharashtra,POINT(72.7712 19.697),0,0,0,0
Haryana,India,2020-04-14,30.69,76.86,Haryana,POINT(76.86 30.69),0,0,0,0
Uttar Pradesh,India,2020-04-03,29.416667,78.516667,Uttar Pradesh,POINT(78.516667 29.416667),0,0,0,0
Haryana,India,2020-03-01,29.81402,76.41823,Haryana,POINT(76.41823 29.81402),0,0,0,0
Uttar Pradesh,India,2020-03-16,27.45,83.133333,Uttar Pradesh,POINT(83.133333 27.45),0,0,0,0
Rajasthan,India,2020-03-29,27.583333,75.166667,Rajasthan,POINT(75.166667 27.583333),0,0,0,0
Uttar Pradesh,India,2020-04-15,27.300503,83.094497,Uttar Pradesh,POINT(83.094497 27.300503),0,0,0,0
Uttar Pradesh,India,2020-03-13,26.25,81.25,Uttar Pradesh,POINT(81.25 26.25),0,0,0,0
Uttar Pradesh,India,2020-04-05,28.416667,79.383333,Uttar Pradesh,POINT(79.383333 28.416667),0,0,0,0
Haryana,India,2020-03-23,27.98166,77.04656,Haryana,POINT(77.04656 27.98166),0,0,0,0
Bihar,India,2020-04-12,26.133333,86.6,Bihar,POINT(86.6 26.133333),0,0,0,0
Rajasthan,India,2020-04-10,27.583333,75.166667,Rajasthan,POINT(75.166667 27.583333),0,0,0,0
Uttarakhand,India,2020-04-19,30.28,78.98,Uttarakhand,POINT(78.98 30.28),0,0,0,0
Uttarakhand,India,2020-04-24,29.96,78.16,Uttarakhand,POINT(78.16 29.96),0,0,0,0
Karnataka,India,2020-04-05,15.85,74.55,Karnataka,POINT(74.55 15.85),0,0,0,0
Uttar Pradesh,India,2020-03-14,24.689722,83.065278,Uttar Pradesh,POINT(83.065278 24.689722),0,0,0,0
Rajasthan,India,2020-04-24,27,74.25,Rajasthan,POINT(74.25 27),0,0,0,0
Rajasthan,India,2020-04-18,27,74.25,Rajasthan,POINT(74.25 27),0,0,0,0
Chhattisgarh,India,2020-03-10,23.217,82.85,Chhattisgarh,POINT(82.85 23.217),0,0,0,0
Bihar,India,2020-03-28,25.883333,86.6,Bihar,POINT(86.6 25.883333),0,0,0,0
Madhya Pradesh,India,2020-03-06,24.4167,81.8833,Madhya Pradesh,POINT(81.8833 24.4167),0,0,0,0
Assam,India,2020-04-22,24.6833,92.5667,Assam,POINT(92.5667 24.6833),0,0,0,0
Haryana,India,2020-04-08,29.3889,76.9681,Haryana,POINT(76.9681 29.3889),0,0,0,0
Haryana,India,2020-04-06,27.98166,77.04656,Haryana,POINT(77.04656 27.98166),0,0,0,0
Haryana,India,2020-03-03,29.3889,76.9681,Haryana,POINT(76.9681 29.3889),0,0,0,0
Assam,India,2020-03-31,26.433333,90.366667,Assam,POINT(90.366667 26.433333),0,0,0,0
Madhya Pradesh,India,2020-04-23,24.75,81.5,Madhya Pradesh,POINT(81.5 24.75),0,0,0,0
Bihar,India,2020-03-13,25.040592,83.612408,Bihar,POINT(83.612408 25.040592),0,0,0,0
Karnataka,India,2020-04-07,15.85,74.55,Karnataka,POINT(74.55 15.85),0,0,0,0
Maharashtra,India,2020-03-21,20.93,77.75,Maharashtra,POINT(77.75 20.93),0,0,0,0
Madhya Pradesh,India,2020-03-27,23.5,76.25,Madhya Pradesh,POINT(76.25 23.5),0,0,0,0
Haryana,India,2020-04-20,29.81402,76.41823,Haryana,POINT(76.41823 29.81402),0,0,0,0
Odisha,India,2020-04-15,20.2,86.3,Odisha,POINT(86.3 20.2),0,0,0,0
Puducherry,India,2020-03-06,11.016667,79.866667,Puducherry,POINT(79.866667 11.016667),0,0,0,0
Arunachal Pradesh,India,2020-04-13,27.13,95.74,Arunachal Pradesh,POINT(95.74 27.13),0,0,0,0
Puducherry,India,2020-04-03,11.7,75.533333,Puducherry,POINT(75.533333 11.7),0,0,0,0
Rajasthan,India,2020-04-11,26.280556,73.015833,Rajasthan,POINT(73.015833 26.280556),0,0,0,0
Kerala,India,2020-03-15,9.85,76.94,Kerala,POINT(76.94 9.85),0,0,0,0
Bihar,India,2020-03-07,26.13,87.47,Bihar,POINT(87.47 26.13),0,0,0,0
Puducherry,India,2020-03-26,11.7,75.533333,Puducherry,POINT(75.533333 11.7),0,0,0,0
Meghalaya,India,2020-04-09,25.495461,90.616819,Meghalaya,POINT(90.616819 25.495461),0,0,0,0
Mizoram,India,2020-04-18,23.31,92.85,Mizoram,POINT(92.85 23.31),0,0,0,0
Uttar Pradesh,India,2020-04-06,26.4667,79.5167,Uttar Pradesh,POINT(79.5167 26.4667),0,0,0,0
Arunachal Pradesh,India,2020-04-01,27.58,91.87,Arunachal Pradesh,POINT(91.87 27.58),0,0,0,0
Jharkhand,India,2020-03-19,24.2,84.87,Jharkhand,POINT(84.87 24.2),0,0,0,0
Arunachal Pradesh,India,2020-04-03,26.858475,95.335694,Arunachal Pradesh,POINT(95.335694 26.858475),0,0,0,0
Nagaland,India,2020-03-02,26.316667,94.516667,Nagaland,POINT(94.516667 26.316667),0,0,0,0
Uttar Pradesh,India,2020-03-03,28.94,77.22,Uttar Pradesh,POINT(77.22 28.94),0,0,0,0
Kerala,India,2020-04-19,10,76.5,Kerala,POINT(76.5 10),0,0,0,0
Gujarat,India,2020-04-18,21.87,73.5,Gujarat,POINT(73.5 21.87),0,0,0,0
Karnataka,India,2020-04-24,12.583333,76.666667,Karnataka,POINT(76.666667 12.583333),0,0,0,0
Madhya Pradesh,India,2020-04-27,26.3,78,Madhya Pradesh,POINT(78 26.3),13,0,13,0
Karnataka,India,2020-03-08,12.4208,75.7397,Karnataka,POINT(75.7397 12.4208),0,0,0,0
Punjab,India,2020-03-23,31.46,74.93,Punjab,POINT(74.93 31.46),0,0,0,0
Andaman and Nicobar Islands,India,2020-04-06,12.92,92.9,Andaman and Nicobar Islands,POINT(92.9 12.92),0,0,0,0
Andhra Pradesh,India,2020-04-11,16.3,80.45,Andhra Pradesh,POINT(80.45 16.3),0,0,0,0
Bihar,India,2020-04-21,25.7833,87.4667,Bihar,POINT(87.4667 25.7833),0,0,0,0
Haryana,India,2020-03-21,29.3889,76.9681,Haryana,POINT(76.9681 29.3889),0,0,0,0
Uttar Pradesh,India,2020-04-21,27.49,77.67,Uttar Pradesh,POINT(77.67 27.49),0,0,0,0
Assam,India,2020-03-19,27.23,94.1,Assam,POINT(94.1 27.23),0,0,0,0
Uttar Pradesh,India,2020-04-19,27.166667,79,Uttar Pradesh,POINT(79 27.166667),0,0,0,0
Rajasthan,India,2020-03-07,27,74.25,Rajasthan,POINT(74.25 27),0,0,0,0
Rajasthan,India,2020-04-17,28,75.5,Rajasthan,POINT(75.5 28),0,0,0,0
Gujarat,India,2020-03-20,22.2931,73.1935,Gujarat,POINT(73.1935 22.2931),0,0,0,0
Punjab,India,2020-03-27,31.46,74.93,Punjab,POINT(74.93 31.46),0,0,0,0
Uttarakhand,India,2020-03-09,29.33,80.1,Uttarakhand,POINT(80.1 29.33),0,0,0,0
Karnataka,India,2020-03-31,15.35,76.15,Karnataka,POINT(76.15 15.35),0,0,0,0
Arunachal Pradesh,India,2020-03-22,27.25,92.4,Arunachal Pradesh,POINT(92.4 27.25),0,0,0,0
Madhya Pradesh,India,2020-04-18,22.916667,79.166667,Madhya Pradesh,POINT(79.166667 22.916667),0,0,0,0
Madhya Pradesh,India,2020-03-22,22.7,81,Madhya Pradesh,POINT(81 22.7),0,0,0,0
Assam,India,2020-04-22,27.4798,94.5511,Assam,POINT(94.5511 27.4798),0,0,0,0
Chhattisgarh,India,2020-03-19,21.166667,81,Chhattisgarh,POINT(81 21.166667),0,0,0,0
Maharashtra,India,2020-03-07,19.833333,75.883333,Maharashtra,POINT(75.883333 19.833333),0,0,0,0
Rajasthan,India,2020-03-02,27.2,74,Rajasthan,POINT(74 27.2),0,0,0,0
Haryana,India,2020-04-16,28.9833,77.0167,Haryana,POINT(77.0167 28.9833),0,0,0,0
Maharashtra,India,2020-04-02,20.93,77.75,Maharashtra,POINT(77.75 20.93),0,0,0,0
Kerala,India,2020-04-11,9.85,76.94,Kerala,POINT(76.94 9.85),0,0,0,0
Delhi,India,2020-03-15,28.6964,77.1271,Delhi,POINT(77.1271 28.6964),0,0,0,0
Assam,India,2020-03-22,26,93.5,Assam,POINT(93.5 26),0,0,0,0
Andhra Pradesh,India,2020-04-27,13.21622,79.0997,Andhra Pradesh,POINT(79.0997 13.21622),73,0,16,57
Uttar Pradesh,India,2020-04-11,27.833333,78.166667,Uttar Pradesh,POINT(78.166667 27.833333),0,0,0,0
Rajasthan,India,2020-03-09,24.88,74.62,Rajasthan,POINT(74.62 24.88),0,0,0,0
Maharashtra,India,2020-03-15,16.86,74.57,Maharashtra,POINT(74.57 16.86),0,0,0,0
Odisha,India,2020-04-19,21.33333,83.61667,Odisha,POINT(83.61667 21.33333),0,0,0,0
Andhra Pradesh,India,2020-03-14,17,81.166667,Andhra Pradesh,POINT(81.166667 17),0,0,0,0
Maharashtra,India,2020-04-06,19.2,72.97,Maharashtra,POINT(72.97 19.2),0,0,0,0
Bihar,India,2020-04-23,26.65,84.9167,Bihar,POINT(84.9167 26.65),0,0,0,0
Madhya Pradesh,India,2020-04-19,23.8,78.666667,Madhya Pradesh,POINT(78.666667 23.8),0,0,0,0
Madhya Pradesh,India,2020-03-23,22.916667,79.166667,Madhya Pradesh,POINT(79.166667 22.916667),0,0,0,0
Assam,India,2020-03-26,26.25,92.34,Assam,POINT(92.34 26.25),0,0,0,0
Arunachal Pradesh,India,2020-04-28,27.15,93.72,Arunachal Pradesh,POINT(93.72 27.15),0,0,0,0
Odisha,India,2020-04-21,21,86.6,Odisha,POINT(86.6 21),0,0,0,0
Assam,India,2020-03-31,26.76748,92.96425,Assam,POINT(92.96425 26.76748),0,0,0,0
Madhya Pradesh,India,2020-04-28,23.3,81.35,Madhya Pradesh,POINT(81.35 23.3),2,0,0,2
Delhi,India,2020-04-14,28.6715,77.2981,Delhi,POINT(77.2981 28.6715),0,0,0,0
Madhya Pradesh,India,2020-04-21,23.25,78.08333,Madhya Pradesh,POINT(78.08333 23.25),0,0,0,0
Arunachal Pradesh,India,2020-03-14,27.66894,95.87135,Arunachal Pradesh,POINT(95.87135 27.66894),0,0,0,0
Karnataka,India,2020-04-11,13,76,Karnataka,POINT(76 13),0,0,0,0
Kerala,India,2020-04-13,9.489161,76.4939,Kerala,POINT(76.4939 9.489161),0,0,0,0
Kerala,India,2020-03-02,12.5,75,Kerala,POINT(75 12.5),0,0,0,0
Karnataka,India,2020-04-21,15.85,74.55,Karnataka,POINT(74.55 15.85),0,0,0,0
Uttarakhand,India,2020-04-08,31,78.5,Uttarakhand,POINT(78.5 31),0,0,0,0
Assam,India,2020-04-30,26.8,94.26,Assam,POINT(94.26 26.8),0,0,0,0
Madhya Pradesh,India,2020-03-12,24.64,77.32,Madhya Pradesh,POINT(77.32 24.64),0,0,0,0
Assam,India,2020-03-28,25.68,89.98,Assam,POINT(89.98 25.68),0,0,0,0
Rajasthan,India,2020-04-19,26.5,77.02,Rajasthan,POINT(77.02 26.5),0,0,0,0
Andaman and Nicobar Islands,India,2020-03-31,12.92,92.9,Andaman and Nicobar Islands,POINT(92.9 12.92),0,0,0,0
Punjab,India,2020-04-18,30.69,76.72,Punjab,POINT(76.72 30.69),0,0,0,0
Rajasthan,India,2020-03-22,26.926,75.8235,Rajasthan,POINT(75.8235 26.926),0,0,0,0
Maharashtra,India,2020-04-13,20.15,78.35,Maharashtra,POINT(78.35 20.15),0,0,0,0
Uttar Pradesh,India,2020-03-14,26.55,80.48,Uttar Pradesh,POINT(80.48 26.55),0,0,0,0
Madhya Pradesh,India,2020-03-02,23.8,78.666667,Madhya Pradesh,POINT(78.666667 23.8),0,0,0,0
Meghalaya,India,2020-03-17,25.5667,91.8833,Meghalaya,POINT(91.8833 25.5667),0,0,0,0
Bihar,India,2020-04-23,25.55,87.57,Bihar,POINT(87.57 25.55),0,0,0,0
Rajasthan,India,2020-04-08,26.5,77.02,Rajasthan,POINT(77.02 26.5),0,0,0,0
Uttar Pradesh,India,2020-03-22,29.45,77.583333,Uttar Pradesh,POINT(77.583333 29.45),0,0,0,0
Karnataka,India,2020-03-11,12,77.3,Karnataka,POINT(77.3 12),0,0,0,0
Rajasthan,India,2020-04-06,27.583333,75.166667,Rajasthan,POINT(75.166667 27.583333),0,0,0,0
Bihar,India,2020-04-15,26.8,84.5,Bihar,POINT(84.5 26.8),0,0,0,0
Uttar Pradesh,India,2020-03-23,26.3443,79.9672,Uttar Pradesh,POINT(79.9672 26.3443),0,0,0,0
Telangana,India,2020-04-19,18.193237,79.941368,Telangana,POINT(79.941368 18.193237),0,0,0,0
Assam,India,2020-03-18,26.4667,90.5667,Assam,POINT(90.5667 26.4667),0,0,0,0
Andhra Pradesh,India,2020-03-31,18.3,83.9,Andhra Pradesh,POINT(83.9 18.3),0,0,0,0
Rajasthan,India,2020-04-17,23.75,73.85,Rajasthan,POINT(73.85 23.75),0,0,0,0
Rajasthan,India,2020-03-14,24.88,74.62,Rajasthan,POINT(74.62 24.88),0,0,0,0
Madhya Pradesh,India,2020-03-18,24.74,78.83,Madhya Pradesh,POINT(78.83 24.74),0,0,0,0
Haryana,India,2020-04-17,29.54,75.03,Haryana,POINT(75.03 29.54),0,0,0,0
Kerala,India,2020-04-19,9.489161,76.4939,Kerala,POINT(76.4939 9.489161),0,0,0,0
Lakshadweep,India,2020-03-09,11.27333,74.04582,Lakshadweep,POINT(74.04582 11.27333),0,0,0,0
Rajasthan,India,2020-04-14,26.9,76.33,Rajasthan,POINT(76.33 26.9),0,0,0,0
Maharashtra,India,2020-03-28,17.7,74,Maharashtra,POINT(74 17.7),0,0,0,0
Rajasthan,India,2020-04-13,26.9,76.33,Rajasthan,POINT(76.33 26.9),0,0,0,0
Madhya Pradesh,India,2020-04-20,23.8,78.666667,Madhya Pradesh,POINT(78.666667 23.8),0,0,0,0
Arunachal Pradesh,India,2020-04-16,28.205556,94.991667,Arunachal Pradesh,POINT(94.991667 28.205556),0,0,0,0
Madhya Pradesh,India,2020-03-26,23.583333,75.166667,Madhya Pradesh,POINT(75.166667 23.583333),0,0,0,0
Assam,India,2020-04-01,26.95,94.166667,Assam,POINT(94.166667 26.95),0,0,0,0
Madhya Pradesh,India,2020-04-15,22.89059,74.67181,Madhya Pradesh,POINT(74.67181 22.89059),0,0,0,0
Meghalaya,India,2020-03-31,25.495461,90.616819,Meghalaya,POINT(90.616819 25.495461),0,0,0,0
Bihar,India,2020-03-06,24.75,84.5,Bihar,POINT(84.5 24.75),0,0,0,0
Karnataka,India,2020-04-27,15.85,74.55,Karnataka,POINT(74.55 15.85),52,1,6,45
Arunachal Pradesh,India,2020-03-12,27.8,94.075,Arunachal Pradesh,POINT(94.075 27.8),0,0,0,0
West Bengal,India,2020-03-24,23.233333,87.866667,West Bengal,POINT(87.866667 23.233333),0,0,0,0
Madhya Pradesh,India,2020-04-18,23.416667,75.5,Madhya Pradesh,POINT(75.5 23.416667),0,0,0,0
Karnataka,India,2020-03-03,14.6,74.7,Karnataka,POINT(74.7 14.6),0,0,0,0
Rajasthan,India,2020-04-15,25.066667,73.866667,Rajasthan,POINT(73.866667 25.066667),0,0,0,0
Uttar Pradesh,India,2020-04-21,29.416667,78.516667,Uttar Pradesh,POINT(78.516667 29.416667),0,0,0,0
Rajasthan,India,2020-04-19,26.7,77.9,Rajasthan,POINT(77.9 26.7),0,0,0,0
Madhya Pradesh,India,2020-03-09,21.895722,80.795144,Madhya Pradesh,POINT(80.795144 21.895722),0,0,0,0
Nagaland,India,2020-03-18,26.016667,94.516667,Nagaland,POINT(94.516667 26.016667),0,0,0,0
Arunachal Pradesh,India,2020-03-31,27.9,93.35,Arunachal Pradesh,POINT(93.35 27.9),0,0,0,0
Andhra Pradesh,India,2020-03-01,17.688378,83.218758,Andhra Pradesh,POINT(83.218758 17.688378),0,0,0,0
Arunachal Pradesh,India,2020-03-18,28.06549,96.82878,Arunachal Pradesh,POINT(96.82878 28.06549),0,0,0,0
Karnataka,India,2020-03-10,13.32,75.77,Karnataka,POINT(75.77 13.32),0,0,0,0
Rajasthan,India,2020-04-20,26.926,75.8235,Rajasthan,POINT(75.8235 26.926),0,0,0,0
Odisha,India,2020-03-22,19.383,85.05,Odisha,POINT(85.05 19.383),0,0,0,0
Karnataka,India,2020-03-19,13.1333,78.1333,Karnataka,POINT(78.1333 13.1333),0,0,0,0
